unit_id,institution_name,year,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad
110422,California Polytechnic State University-San Luis Obispo,2013,70,18739,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-120.65856,35.29889,NA,19703,148,2195,8931,10772,10263,8476,141,2116,2782,6050,5079,11726,18058,9836,8222,18739
110608,California State University-Northridge,2019,55,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-118.529319,34.240126,NA,39910,1862,3739,22530,17380,15739,19060,1676,3280,17894,3443,3639,8550,29320,12985,16335,34799
110608,California State University-Northridge,2018,54,35051,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-118.529319,34.240126,NA,40212,1847,3935,22426,17786,16101,18950,1651,3507,17308,3514,3648,8714,29289,13203,16086,35051
110608,California State University-Northridge,2017,51,35839,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-118.529319,34.240126,NA,41319,1936,4218,23090,18229,16470,19369,1702,3750,17079,3627,3901,9290,29739,13426,16313,35839
110608,California State University-Northridge,2016,50,35756,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-118.526817,34.23671,NA,39916,1843,4304,21939,17977,16461,19295,1699,3933,16325,3728,4101,9265,29104,13119,15985,35756
110608,California State University-Northridge,2015,50,37188,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-118.526817,34.23671,NA,41548,2073,4575,22764,18784,17194,19994,1919,4188,16337,4002,4456,9972,30281,13689,16592,37188
110608,California State University-Northridge,2014,47,35616,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-118.526817,34.23671,NA,40131,2166,4379,22133,17998,16335,19281,2005,4001,14841,4085,4607,10379,29341,13189,16152,35616
110608,California State University-Northridge,2013,46,33771,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-118.526817,34.23671,NA,38310,2276,4180,21290,17020,15359,18412,2096,3785,13562,4115,4557,10432,28200,12656,15544,33771
217882,Clemson University,2019,84,NA,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,25822,1564,620,12857,12965,10173,10022,1242,528,1111,8129,8106,19640,19486,9751,9735,20195
217882,Clemson University,2018,83,20160,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,24951,1576,598,12262,12689,10041,9628,1271,516,950,8151,7863,19260,18971,9627,9344,19669
217882,Clemson University,2017,82,19869,SC,45,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.835114,34.679381,NA,24387,1540,531,11881,12506,9988,9414,1279,463,727,8265,7813,19136,18642,9544,9098,19402
