"",,,,,Ambulatory Care,,
Assault/Battery In Progres 2016-0509-0005,,05/09/2016 05:21 P.M.,05/09/2016 05:21 P.M.,MMC,,Closed,No
"",,,,,Center,,
Narcotics Investigation 2016-0509-0006,,05/09/2016 10:55 P.M.,05/09/2016 10:55 P.M.,MMC,Lakeview South,Closed,Yes
Hit & Run 2016-0510-0001,,05/10/2016 12:49 P.M.,05/10/2016 12:49 P.M.,MMC,FIU Stadium,Open,Yes
nd Property/Social Security Ca2r0d16-0510-0002,,05/10/2016 03:07 P.M.,05/10/2016 03:07 P.M.,MMC,Parkview East,Closed,Unknown
Burglary 2016-0510-0003,,05/10/2016 03:03 P.M.,05/10/2016 03:03 P.M.,MMC,Chemistry & Physics,Open,Unknown
Information Report 2016-0511-0003,,05/11/2016 07:58 P.M.,05/11/2016 07:58 P.M.,MMC,Graham Center,Closed,No
Arrest/Battery 2016-0512-0001,,05/12/2016 02:14 P.M.,05/12/2016 02:14 P.M.,MMC,Parkview Housing,Closed,Yes
Information Report 2016-0513-0003,,05/13/2016 04:26 P.M.,05/13/2016 04:26 P.M.,MMC,Marketplace Garage,Closed,Unknown
Information Report 2016-0513-0004,,05/13/2016 07:03 P.M.,05/13/2016 07:03 P.M.,MMC,11200 SW 8TH ST,Closed,No
"",,,,,Hospitality,,
Burglary 2016-0514-0001,,05/14/2016 10:51 A.M.,05/14/2016 10:51 A.M.,BBC,,Open,Unknown
"",,,,,Management,,
"",,,,,SW 109TH AVE/SW,,
Arrest/Traffic 2016-0514-0002,,05/14/2016 07:48 P.M.,05/14/2016 07:48 P.M.,MMC,,Closed,No
"",,,,,8TH ST,,
Backer Act 2016-0514-0003,,05/14/2016 10:01 P.M.,05/14/2016 10:01 P.M.,MMC,Market Place Garage,Closed,Yes
"",,,,,Manage And Adv,,
Burglary 2016-0516-0001,,05/16/2016 10:26 A.M.,05/16/2016 10:26 A.M.,MMC,,Open,Staff
"",,,,,Research,,
Burglary 2016-0516-0003,,05/16/2016 01:19 P.M.,05/16/2016 01:19 P.M.,MMC,Viertes Haus,Open,Staff
Stolen Tag 2016-0516-0004,,05/16/2016 04:53 P.M.,05/16/2016 04:53 P.M.,MMC,Red Garage,Open,Yes
Information Report 2016-0517-0001,,05/17/2016 09:57 A.M.,05/17/2016 09:57 A.M.,MMC,Gold Garage,Closed,Unknown
Theft/Bicycle 2016-0517-0002,,05/17/2016 06:21 P.M.,05/17/2016 06:21 P.M.,MMC,Green Library,Open,Yes
Theft/Iphone 6 Plus 2016-0517-0003,,05/17/2016 06:43 P.M.,05/17/2016 06:43 P.M.,CEAS,Engineering Center,Open,Yes
Theft/Wallet 2016-0517-0004,,05/17/2016 09:22 P.M.,05/17/2016 09:22 P.M.,MMC,Gold Garage,Closed,Yes
Criminal Mischief 2016-0518-0002,,05/18/2016 09:30 A.M.,05/18/2016 09:30 A.M.,BBC,Hubert Library,Closed,Unknown
Stolen Tag 2016-0518-0003,,05/18/2016 09:43 P.M.,05/18/2016 09:43 A.M.,MMC,Graham Center,Open,Staff
Vehicle Burglary 2016-0518-0004,,05/18/2016 12:15 P.M.,05/18/2016 12:15 P.M.,MMC,Marketplace Garage,Open,Staff
Arrest/Traffic 2016-0518-0005,,05/18/2016 12:03 P.M.,05/18/2016 12:03 P.M.,MMC,Gold Garage,Closed,Yes
Theft/iPhone 6 2016-0518-0006,,05/18/2016 01:47 P.M.,05/18/2016 01:47 P.M.,MMC,Graham Center,Open,Yes
