unit_id,institution_name,year,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91
228769,The University of Texas at Arlington,2015,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.115087,32.728437,NA
228769,The University of Texas at Arlington,2014,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.115087,32.728437,NA
228769,The University of Texas at Arlington,2013,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.115087,32.728437,NA
168148,Tufts University,2019,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.118293,42.40855,NA
168148,Tufts University,2018,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.118293,42.40855,NA
168148,Tufts University,2017,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.120316,42.408465,NA
168148,Tufts University,2016,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.120316,42.408465,NA
168148,Tufts University,2015,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.121689,42.406994,NA
168148,Tufts University,2014,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.120641,42.406004,NA
168148,Tufts University,2013,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.120641,42.406004,NA
196088,University at Buffalo,2019,NY,36,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.789458,43.000942,NA
196088,University at Buffalo,2018,NY,36,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.789458,43.000942,NA
196088,University at Buffalo,2017,NY,36,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.789458,43.000942,NA
196088,University at Buffalo,2016,NY,36,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.789458,43.000942,NA
196088,University at Buffalo,2015,NY,36,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.790103,43.001433,NA
196088,University at Buffalo,2014,NY,36,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.790103,43.001433,NA
196088,University at Buffalo,2013,NY,36,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.790103,43.001433,NA
110635,University of California-Berkeley,2019,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-122.260463,37.871918,NA
110635,University of California-Berkeley,2018,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-122.260463,37.871918,NA
110635,University of California-Berkeley,2017,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-122.260463,37.871918,NA
110635,University of California-Berkeley,2016,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-122.260463,37.871918,NA
110635,University of California-Berkeley,2015,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-122.260423,37.871969,NA
110635,University of California-Berkeley,2014,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-122.260401,37.871519,NA
110635,University of California-Berkeley,2013,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-122.260401,37.871519,NA
132903,University of Central Florida,2019,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-81.200889,28.602159,NA
132903,University of Central Florida,2018,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-81.200889,28.602159,NA
132903,University of Central Florida,2017,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-81.200889,28.602159,NA
132903,University of Central Florida,2016,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-81.198805,28.60106,NA
132903,University of Central Florida,2015,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-81.198805,28.60106,NA
132903,University of Central Florida,2014,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-81.198805,28.60106,NA
132903,University of Central Florida,2013,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-81.198805,28.60106,NA
142285,University of Idaho,2019,ID,16,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-117.014167,46.727406,NA
142285,University of Idaho,2018,ID,16,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-117.014167,46.727406,NA
142285,University of Idaho,2017,ID,16,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-117.014167,46.727406,NA
142285,University of Idaho,2016,ID,16,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-117.024296,46.726894,NA
142285,University of Idaho,2015,ID,16,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-117.024296,46.726894,NA
142285,University of Idaho,2014,ID,16,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-117.024296,46.726894,NA
142285,University of Idaho,2013,ID,16,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-117.024296,46.726894,NA
153658,University of Iowa,2019,IA,19,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-91.536425,41.661935,NA
153658,University of Iowa,2018,IA,19,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-91.536425,41.661935,NA
153658,University of Iowa,2017,IA,19,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-91.536425,41.661935,NA
153658,University of Iowa,2016,IA,19,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-91.536425,41.661935,NA
153658,University of Iowa,2015,IA,19,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-91.535698,41.660695,NA
153658,University of Iowa,2014,IA,19,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-91.535698,41.660695,NA
153658,University of Iowa,2013,IA,19,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-91.535698,41.660695,NA
155317,University of Kansas,2019,KS,20,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-95.247567,38.958549,NA
155317,University of Kansas,2018,KS,20,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-95.247567,38.958549,NA
155317,University of Kansas,2017,KS,20,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-95.247567,38.958549,NA
155317,University of Kansas,2016,KS,20,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-95.247567,38.958549,NA
155317,University of Kansas,2015,KS,20,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-95.247618,38.958551,NA
155317,University of Kansas,2014,KS,20,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-95.24587,38.957351,NA
155317,University of Kansas,2013,KS,20,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-95.24587,38.957351,NA
170976,University of Michigan-Ann Arbor,2019,MI,26,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.742769,42.275921,NA
170976,University of Michigan-Ann Arbor,2018,MI,26,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.742769,42.275921,NA
170976,University of Michigan-Ann Arbor,2017,MI,26,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.742769,42.275921,NA
170976,University of Michigan-Ann Arbor,2016,MI,26,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.742769,42.275921,NA
170976,University of Michigan-Ann Arbor,2015,MI,26,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.743121,42.276061,NA
170976,University of Michigan-Ann Arbor,2014,MI,26,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.74313,42.276172,NA
170976,University of Michigan-Ann Arbor,2013,MI,26,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.74313,42.276172,NA
178396,University of Missouri-Columbia,2019,MO,29,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-92.328843,38.94531,NA
178396,University of Missouri-Columbia,2018,MO,29,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-92.328843,38.94531,NA
178396,University of Missouri-Columbia,2017,MO,29,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-92.328843,38.94531,NA
178396,University of Missouri-Columbia,2016,MO,29,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-92.326429,38.941015,NA
178396,University of Missouri-Columbia,2015,MO,29,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-92.326429,38.941015,NA
178396,University of Missouri-Columbia,2014,MO,29,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-92.326429,38.941015,NA
178396,University of Missouri-Columbia,2013,MO,29,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-92.326429,38.941015,NA
187985,University of New Mexico-Main Campus,2019,NM,35,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-106.620155,35.083868,NA
187985,University of New Mexico-Main Campus,2018,NM,35,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-106.620155,35.083868,NA
187985,University of New Mexico-Main Campus,2017,NM,35,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-106.620155,35.083868,NA
187985,University of New Mexico-Main Campus,2016,NM,35,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-106.620155,35.083868,NA
187985,University of New Mexico-Main Campus,2015,NM,35,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-106.620155,35.083868,NA
187985,University of New Mexico-Main Campus,2014,NM,35,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-106.620155,35.083868,NA
187985,University of New Mexico-Main Campus,2013,NM,35,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-106.620155,35.083868,NA
136172,University of North Florida,2019,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-81.509144,30.27194,NA
136172,University of North Florida,2018,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-81.509144,30.27194,NA
136172,University of North Florida,2017,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-81.509144,30.27194,NA
136172,University of North Florida,2016,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-81.507853,30.270917,NA
136172,University of North Florida,2015,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-81.507853,30.270917,NA
136172,University of North Florida,2014,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-81.507853,30.270917,NA
136172,University of North Florida,2013,FL,12,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-81.507853,30.270917,NA
215293,University of Pittsburgh-Pittsburgh Campus,2019,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA
215293,University of Pittsburgh-Pittsburgh Campus,2018,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA
215293,University of Pittsburgh-Pittsburgh Campus,2017,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953254,40.444387999999996,NA
215293,University of Pittsburgh-Pittsburgh Campus,2016,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.954692,40.444502,NA
215293,University of Pittsburgh-Pittsburgh Campus,2015,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.954692,40.444502,NA
215293,University of Pittsburgh-Pittsburgh Campus,2014,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.954692,40.444502,NA
215293,University of Pittsburgh-Pittsburgh Campus,2013,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.954692,40.444502,NA
231174,University of Vermont,2019,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA
231174,University of Vermont,2018,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA
231174,University of Vermont,2017,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.196646,44.477325,NA
231174,University of Vermont,2016,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA
231174,University of Vermont,2015,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA
231174,University of Vermont,2014,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA
231174,University of Vermont,2013,VT,50,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-73.198128,44.479262,NA
234076,University of Virginia-Main Campus,2019,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA
234076,University of Virginia-Main Campus,2018,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA
234076,University of Virginia-Main Campus,2017,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA
234076,University of Virginia-Main Campus,2016,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.503428,38.035665,NA
234076,University of Virginia-Main Campus,2015,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.505153,38.037796,NA
234076,University of Virginia-Main Campus,2014,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA
234076,University of Virginia-Main Campus,2013,VA,51,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.502599,38.036546,NA
236939,Washington State University,2019,WA,53,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.158168,46.730448,NA
236939,Washington State University,2018,WA,53,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.158168,46.730448,NA
236939,Washington State University,2017,WA,53,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.158168,46.730448,NA
236939,Washington State University,2016,WA,53,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.158168,46.730448,NA
236939,Washington State University,2015,WA,53,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.158168,46.730448,NA
236939,Washington State University,2014,WA,53,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.158168,46.730448,NA
236939,Washington State University,2013,WA,53,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.158168,46.730448,NA
238032,West Virginia University,2019,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.954391,39.634371,NA
238032,West Virginia University,2018,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.954391,39.634371,NA
238032,West Virginia University,2017,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.954391,39.634371,NA
238032,West Virginia University,2016,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.954391,39.634371,NA
238032,West Virginia University,2015,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953926,39.63468,NA
238032,West Virginia University,2014,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953926,39.63468,NA
238032,West Virginia University,2013,WV,54,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-79.953926,39.63468,NA
