date_reported,date_occurred,time_occurred,time_reported,case_number,location,incident,university
2013-01-02,2013-01-02,14:15,14:15,2013mu00031,redwood hall,student misconduct,Monmouth University
2013-01-09,2013-01-09,13:15,13:15,2013mu00162,mupd,student misconduct,Monmouth University
2013-01-22,2013-01-22,01:53,01:53,2013mu00474,mullaney hall,student misconduct,Monmouth University
2013-01-23,2013-01-22,10:30,11:17,2013mu00532,wilson hall annex,theft,Monmouth University
2013-01-23,2013-01-23,21:17,21:17,2013mu00548,pinewood hall,student misconduct,Monmouth University
2013-01-24,2013-01-24,15:00,16:22,2013mu00583,boylan gym,theft,Monmouth University
2013-01-25,2013-01-25,01:51,01:51,2013mu00604,cedar hall,pula w/alcohol/student misconduct,Monmouth University
2013-01-25,2013-01-25,20:07,20:07,2013mu00637,ifo maplewood hall,student misconduct,Monmouth University
2013-01-25,2013-01-25,20:59,20:59,2013mu00638,cedar hall,pula w/alcohol/student misconduct,Monmouth University
2013-01-26,2013-01-26,08:00,12:38,2013mu00654,plangere,harassment (via email),Monmouth University
2013-01-27,2013-01-27,02:34,02:34,2013mu00674,redwood hall,criminal mischief/student misconduct,Monmouth University
2013-01-30,2013-01-30,19:20,20:52,2013mu00847,mac,theft,Monmouth University
2013-02-01,2013-02-01,05:27,05:27,2013mu00856,redwood hall,consumption of alcohol by pula/student misc.,Monmouth University
2013-02-02,2013-01-31,19:00,21:13,2013mu00901,bike hut,theft/recovered,Monmouth University
2013-02-05,2013-02-05,12:42,12:42,2013mu00984,parking lot 8,student misconduct,Monmouth University
2013-02-05,2013-02-05,12:10,13:17,2013mu00985,boylan gym,theft by unlawful taking,Monmouth University
2013-02-06,2013-02-06,19:54,19:54,2013mu01026,pinewood hall,"poss of marijuana under 50g, poss of drug paraphernalia, stu misc.",Monmouth University
2013-02-07,2013-02-07,15:35,15:35,2013mu01052,mupd,pssn of false id/stud misconduct,Monmouth University
2013-02-07,2013-02-01,17:00,16:22,2013mu01053,dining hall,theft by unlawful taking,Monmouth University
2013-02-08,2013-02-08,00:45,00:51,2013mu01067,shadows restaurant,"simple assault domestic violence, harassment, stu misc.",Monmouth University
2013-02-08,2013-02-08,01:35,01:35,2013mu01069,mullaney hall,possession/consumption of alcohol under legal age,Monmouth University
2013-02-10,2013-02-10,02:05,02:05,2013mu01126,mullaney hall,underage consumption of alcohol (1st offense),Monmouth University
2013-02-11,2013-02-11,11:15,11:58,2013mu01161,dining hall,theft by unlawful taking,Monmouth University
2013-02-14,2013-02-11,14:30,12:52,2013mu01264,parking lot 23,burglary to veh./theft,Monmouth University
2013-02-15,2013-02-15,02:59,02:59,2013mu01288,elmwood hall,pula w/alcohol/student misconduct,Monmouth University
2013-02-15,2013-02-15,05:30,06:58,2013mu01292,600 building,poss. of cds,Monmouth University
2013-02-17,2013-02-17,16:49,16:49,2013mu01371,elmwood hall,"poss. of marijuana under 50 g, poss. of drug paraphernalia, poss. of alcohol while underage, stu. misc.",Monmouth University
2013-02-21,2013-02-20,14:20,09:12,2013mu01497,alumni house,credit card fraud,Monmouth University
2013-02-22,2013-02-22,03:37,03:37,2013mu01534,pinewood hall,pula w/alcohol/student misconduct,Monmouth University
2013-02-22,2013-02-22,08:40,17:40,2013mu01555,parking lot 15,criminal mischief,Monmouth University
2013-02-22,2013-02-22,02:02,02:02,2013mu01564,willow hall,"underage consumption of alcoho, stu misc.",Monmouth University
2013-02-23,2013-02-23,02:20,02:20,2013mu01565,laurel hall,"underage consumption of alcohol (1st offense), stu. misc.",Monmouth University
2013-02-25,2013-02-20,15:36,13:56,2013mu01637,long branch,"forgery, bad check",Monmouth University
2013-02-25,2013-02-25,20:16,20:16,2013mu01650,elmwood hall,"criminal mischief, stu misc.",Monmouth University
2013-03-06,2013-02-28,13:00,12:45,2013mu01951,lot 23,criminal mischief,Monmouth University
2013-03-02,2013-03-01,01:45,15:07,2013mu01953,long branch,student misconduct,Monmouth University
2013-03-07,2013-03-07,02:52,02:52,2013mu01975,pinewood hall,consumption of alcohol by pula/student misc.,Monmouth University
2013-03-07,2013-03-01,03:00,15:16,2013mu01997,redwood hall,disorderly conduct,Monmouth University
2013-03-08,2013-03-08,07:00,11:00,2013mu02025,monmouth university,student misconduct,Monmouth University
2013-03-08,2013-03-08,16:30,18:20,2013mu02039,boylan gym,theft of movable property,Monmouth University
2013-03-08,2013-03-08,21:09,21:09,2013mu02048,larchwood/palmer ave.,damage to university property,Monmouth University
2013-03-08,2013-03-08,22:07,22:07,2013mu02050,laurel hall,"poss. of marijuana under 50 g,  student misconduct",Monmouth University
2013-03-09,2013-03-09,06:27,06:27,2013mu02060,mullaney hall,alcohol violation/student misconduct,Monmouth University
2013-03-13,2013-03-12,17:00,20:25,2013mu02216,mullaney hall,burglary/theft,Monmouth University
2013-03-15,2013-03-15,04:14,04:14,2013mu02266,pinewood hall,pula w/alcohol/student misconduct,Monmouth University
2013-03-25,2013-03-25,09:34,09:34,2013mu02507,facilities management,harassment (via text message),Monmouth University
2013-03-26,2013-03-26,21:00,23:02,2013mu02560,boylan gym,theft,Monmouth University
2013-03-27,2013-03-15,04:15,13:30,2013mu02574,birch hall,theft,Monmouth University
2013-03-29,2013-03-29,02:06,02:06,2013mu02627,elmwood hall,alcohol violation/student misconduct,Monmouth University
2013-03-31,2013-03-31,02:00,21:02,2013mu02735,oakwood hall,burglary/theft,Monmouth University
2013-03-31,2013-03-30,16:00,21:23,2013mu02736,redwood hall,burglary/theft,Monmouth University
2013-04-01,2013-03-28,21:00,14:36,2013mu02752,parking lot,theft from mv,Monmouth University
2013-04-01,NA,16:00,16:59,2013mu02755,oakwood hall,burglary/theft,Monmouth University
2013-04-03,2013-04-01,05:00,11:15,2013mu02820,howard hall,theft,Monmouth University
2013-04-05,2013-04-05,10:00,10:00,2013mu02884,lot 18,student misconduct,Monmouth University
2013-04-05,2013-04-05,11:30,11:42,2013mu02888,macfitness center,criminal mischief,Monmouth University
2013-04-06,2013-04-06,23:10,23:10,2013mu02936,cedar hall,student misconduct,Monmouth University
2013-04-10,2013-04-09,23:00,14:46,2013mu03046,boylan gym,theft by unlawful taking,Monmouth University
2013-04-12,2013-04-12,12:31,12:31,2013mu03106,parking lot 3,student misconduct,Monmouth University
2013-04-12,2013-04-12,23:24,23:24,2013mu03124,wilson hall,student misconduct,Monmouth University
2013-04-14,2013-04-14,00:49,00:49,2013mu03160,maplewood hall,pula w/alcohol/student misconduct,Monmouth University
2013-04-14,2013-04-14,01:03,01:03,2013mu03163,pinewood hall,pula w/alcohol/student misconduct,Monmouth University
2013-04-14,2013-04-14,01:52,01:52,2013mu03164,cedar hall,pula w/alcohol/student misconduct,Monmouth University
2013-04-16,2013-04-15,14:00,06:59,2013mu03224,wilson hall,criminal mischief,Monmouth University
2013-04-16,2013-04-12,13:00,10:07,2013mu03231,howard hall,student misconduct,Monmouth University
2013-04-16,2013-04-16,22:39,22:39,2013mu03251,oakwood hall,pssn of marijuana u/50;parahernalia;stud mis,Monmouth University
2013-04-17,2013-04-17,01:35,01:35,2013mu03255,elmwood hall,pula w/alcohol/student misconduct,Monmouth University
2013-04-18,2013-04-18,14:46,14:46,2013mu03309,garden apts.,criminal mischief,Monmouth University
2013-04-19,2013-04-19,03:17,03:17,2013mu03327,redwood hall,simple assault/pula w/alcohol/stud mis,Monmouth University
2013-04-20,2013-04-20,05:06,05:06,2013mu03369,willow hall,pula w/alcohol/student misconduct,Monmouth University
2013-04-20,2013-04-15,10:00,13:07,2013mu03378,plangere,theft,Monmouth University
2013-04-21,2013-04-21,15:55,15:55,2013mu03411,spruce hall,harassment (domestic violence),Monmouth University
2013-04-21,2013-04-17,13:00,16:25,2013mu03418,elmwood hall,theft,Monmouth University
2013-04-26,2013-04-24,14:20,NA,2013mu03582,mac,theft of movable property,Monmouth University
2013-04-27,2013-04-27,01:30,01:30,2013mu03610,cedar ave/estate road,consumption of alcohol by pula/student misc.,Monmouth University
2013-04-27,2013-04-27,01:48,01:48,2013mu03612,parking lot 2,consumption of alcohol by pula/student misc.,Monmouth University
2013-04-27,2013-04-27,12:40,12:40,2013mu03627,parking lot 14,criminal mischief,Monmouth University
2013-04-28,2013-04-28,09:45,09:45,2013mu03657,lot 10,"possession of cds, marijuana under 50g,possession of drug paraphernalia",Monmouth University
2013-04-28,2013-04-28,22:57,22:57,2013mu03682,great lawn apts,minors in possession of alcohol/student misconduct,Monmouth University
2013-04-29,2013-04-20,NA,15:26,2013mu03705,softball field,theft,Monmouth University
2013-04-30,2013-04-30,19:46,19:46,2013mu03750,birch hall,pssn of cds/paraphernalia,Monmouth University
2013-05-01,2013-05-01,14:00,14:00,2013mu03774,pinewood hall,harassment,Monmouth University
2013-05-03,2013-04-28,22:00,12:25,2013mu03855,lot 12,criminal mischief,Monmouth University
2013-05-03,2013-05-03,09:47,19:52,2013mu03868,health center,criminal mischief,Monmouth University
2013-05-04,2013-05-04,10:24,10:24,2013mu03884,elmwood hall,criminal mischief,Monmouth University
2013-05-05,2013-05-05,15:49,15:49,2013mu03928,great lawn,simple assault (dv)/stud mis,Monmouth University
2013-05-06,2013-05-06,02:30,16:39,2013mu03963,great lawn apts,theft/student misconduct,Monmouth University
2013-05-11,2013-05-11,00:30,12:13,2013mu04140,elmwood hall,criminal mischief,Monmouth University
2013-05-11,2013-05-10,09:00,20:11,2013mu04155,oakwood hall,burglary,Monmouth University
2013-05-13,2013-05-10,16:30,09:28,2013mu04185,library,theft of textbooks,Monmouth University
2013-05-14,2013-05-14,01:48,01:48,2013mu04217,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2013-05-14,2013-05-14,17:17,17:17,2013mu04249,mullaney hall,pssn of marijuana u/50;parahernalia;stud mis,Monmouth University
2013-06-12,2013-06-12,19:23,19:23,2013mu05077,"university bluffs, lb",possible pssn of marijuana,Monmouth University
2013-06-13,2013-06-13,15:27,15:27,2013mu05097,mac,theft of cellphone and cred crd,Monmouth University
2013-06-14,2013-06-13,16:00,17:09,2013mu05103,mac,theft of cash,Monmouth University
2013-06-17,2013-06-17,19:07,19:07,2013mu05216,mupd,dv threats/harassment,Monmouth University
2013-06-19,2013-06-19,17:49,17:49,2013mu05272,"university bluffs, lb",pssn of marijuana u/50;parahernalia;stud mis,Monmouth University
2013-06-21,2013-06-20,14:45,09:31,2013mu05316,great lawn apts,criminal mischief,Monmouth University
2013-06-30,2013-06-23,22:00,20:37,2013mu05546,great lawn apts,theft,Monmouth University
2013-07-02,2013-07-01,14:00,16:20,2013mu05603,athletics,theft,Monmouth University
2013-07-20,2013-07-20,00:30,02:02,2013mu06060,spruce hall,criminal sexual contact et al.,Monmouth University
2013-07-20,2013-07-20,22:37,22:37,2013mu06081,spruce hall,pula w/alcohol/student misconduct,Monmouth University
2013-07-21,2013-07-21,23:20,23:20,2013mu06104,spruce hall,criminal mischief,Monmouth University
2013-07-21,2013-07-21,23:42,23:42,2013mu06105,spruce hall,pssn of marijuana u/50;stud mis,Monmouth University
2013-07-30,2013-07-30,07:45,10:21,2013mu06315,mu,criminal mischief to auto,Monmouth University
2013-08-05,2013-08-05,12:30,12:30,2013mu06456,mac,criminal mischief,Monmouth University
2013-08-06,2013-08-06,19:00,00:54,2013mu06499,great lawn apts,theft,Monmouth University
2013-08-13,2013-07-18,20:15,10:25,2013mu06663,bey hall,theft,Monmouth University
2013-08-18,2013-08-18,03:36,03:36,2013mu06781,great lawn apts,pula w/alcohol/student misconduct,Monmouth University
2013-08-26,2013-08-23,NA,10:35,2013mu06996,maplewood hall,theft of a blender,Monmouth University
2013-09-01,2013-09-01,23:36,23:36,2013mu07170,pinewood hall,pula w/alcohol/student misconduct,Monmouth University
2013-09-06,2013-09-06,18:00,18:52,2013mu07353,spruce hall,theft of bike,Monmouth University
2013-09-06,2013-09-06,23:20,23:20,2013mu07360,elmwood hall,pula w/alcohol/student misconduct,Monmouth University
2013-09-06,2013-09-06,23:30,23:30,2013mu07361,parking lot,pula w/alcohol/student misconduct,Monmouth University
2013-09-08,2013-09-08,02:26,02:26,2013mu07399,ifo pinewood hall,pula w/alcohol/student misconduct,Monmouth University
2013-09-08,2013-09-08,06:30,07:25,2013mu07403,cedar hall,criminal mischief,Monmouth University
2013-09-11,2013-09-11,03:09,03:09,2013mu07485,laurel hall,pula w/alcohol/student misconduct,Monmouth University
2013-09-13,2013-09-13,12:30,19:11,2013mu07585,pinewood hall,theft of laundry (unfounded),Monmouth University
2013-09-15,2013-09-15,04:05,04:05,2013mu07620,spruce hall,pula w/alcohol/student misconduct,Monmouth University
2013-09-18,2013-09-18,10:15,11:08,2013mu07717,pinewood hall,harassment,Monmouth University
2013-09-19,2013-09-18,11:30,12:41,2013mu07756,parking lot,theft from mv,Monmouth University
2013-09-19,NA,NA,08:45,2013mu07762,country of iran,dv assault,Monmouth University
2013-09-19,2013-09-19,16:39,16:39,2013mu07766,edison/howard hall,employee misconduct,Monmouth University
2013-09-21,2013-09-20,23:10,01:05,2013mu07821,maplewood hall,theft,Monmouth University
2013-09-22,2013-09-22,01:49,03:09,2013mu07851,oakwood hall,pula w/alcohol/student misconduct,Monmouth University
2013-09-22,2013-09-22,01:06,01:06,2013mu07852,elmwood hall,pula w/alcohol/student misconduct,Monmouth University
2013-09-24,2013-09-24,01:21,01:21,2013mu07900,beechwood hall,student misconduct (odor of marijuana),Monmouth University
2013-09-25,2013-09-25,20:23,20:23,2013mu07960,pinewood hall,pula w/alcohol/student misconduct,Monmouth University
2013-09-27,2013-09-27,01:40,01:40,2013mu07997,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2013-09-28,2013-09-28,02:30,02:30,2013mu08035,quad,pula w/alcohol/student misconduct,Monmouth University
2013-09-28,2013-09-28,03:48,03:48,2013mu08039,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2013-09-28,2013-09-28,13:00,13:44,2013mu08055,mac,theft,Monmouth University
2013-09-28,2013-09-28,14:05,14:05,2013mu08057,elmwood hall,criminal mischief,Monmouth University
2013-09-29,2013-09-29,02:00,02:26,2013mu08068,west long branch,simple assault/student misconduct,Monmouth University
2013-10-03,2013-10-01,16:30,19:00,2013mu08198,mu parking lot,theft,Monmouth University
2013-10-05,2013-10-05,02:01,02:01,2013mu08243,mu parking lot,pula w/alcohol/student misconduct,Monmouth University
2013-10-05,2013-10-05,02:33,02:33,2013mu08244,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2013-10-05,2013-09-26,16:00,10:31,2013mu08254,mullaney hall,theft,Monmouth University
2013-10-05,2013-10-05,19:38,19:38,2013mu08264,ifo cedar hall,theft of services/stu misconduct,Monmouth University
2013-10-06,2013-10-06,16:14,16:14,2013mu08283,wilson hall,defiant trespass,Monmouth University
2013-10-14,2013-10-11,15:00,09:53,2013mu08485,wilson hall,criminal mischief,Monmouth University
2013-10-14,2013-10-14,15:00,17:04,2013mu08495,howard hall,harassment,Monmouth University
2013-10-16,2013-10-16,00:26,00:26,2013mu08545,pinewood hall,pula w/alcohol/student misconduct,Monmouth University
2013-10-18,2013-10-18,20:52,20:52,2013mu08634,cedar hall,consumption of alcohol by pula/student misc.,Monmouth University
2013-10-19,2013-10-19,00:28,00:28,2013mu08641,pinewood hall,consumption of alcohol by pula/student misc.,Monmouth University
2013-10-19,2013-10-19,02:31,02:31,2013mu08645,pinewood hall,consumption of alcohol by pula/student misc.,Monmouth University
2013-10-19,2013-10-19,02:56,02:56,2013mu08646,parking lots 1&8,verbal dispute/student misc,Monmouth University
2013-10-19,2013-10-19,01:00,02:35,2013mu08647,elmwood hall,criminal mischief/bias incident,Monmouth University
2013-10-19,2013-10-19,13:10,13:10,2013mu08653,lot 17,consumption of alcohol by pula/student misc.,Monmouth University
2013-10-19,2013-10-19,14:49,14:49,2013mu08655,ifo mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2013-10-19,2013-10-19,15:23,15:23,2013mu08656,redwood hall,criminal mischief,Monmouth University
2013-10-19,2013-10-19,18:26,18:26,2013mu08661,pinewood hall,poss of alcohol by pula,Monmouth University
2013-10-19,2013-10-19,20:02,20:02,2013mu08664,cedar hall,criminal mischief/student misconduct,Monmouth University
2013-10-19,2013-10-19,13:15,00:28,2013mu08673,mullaney hall,"theft, harassment, stu misc.",Monmouth University
2013-10-20,2013-10-20,02:19,02:19,2013mu08681,cedar hall,consumption of alcohol by pula/student misc.,Monmouth University
2013-10-22,2013-10-22,14:30,15:00,2013mu08746,bey hall,harassment,Monmouth University
2013-10-25,2013-10-25,01:39,01:39,2013mu08836,laurel hall,pula w/alcohol/student misconduct,Monmouth University
2013-10-25,2013-10-25,01:46,01:46,2013mu08836,pinewood hall,pula w/alcohol/student misconduct,Monmouth University
2013-10-25,2013-10-25,01:59,01:59,2013mu08838,parking lot,pula w/alcohol/student misconduct,Monmouth University
2013-10-25,2013-10-25,03:07,03:07,2013mu08840,cedar hall,pula w/alcohol/student misconduct,Monmouth University
2013-10-25,2013-10-25,03:41,03:48,2013mu08842,"the bluffs, long branch",student misconduct,Monmouth University
2013-10-26,2013-10-26,02:30,11:26,2013mu08880,elmwood hall,pula w/alcohol/student misconduct,Monmouth University
2013-10-27,2013-10-27,02:45,02:45,2013mu08895,cedar hall,pula w/alcohol/student misconduct,Monmouth University
2013-10-29,2013-10-29,20:10,20:17,2013mu08974,elmwood hall,arson,Monmouth University
2013-10-30,2013-10-18,12:00,13:06,2013mu08989,laurel hall,theft og bike,Monmouth University
2013-10-31,2013-10-31,01:49,09:00,2013mu09016,laurel hall,student misconduct,Monmouth University
2013-11-01,2013-10-30,18:00,17:09,2013mu09061,cedar hall,theft,Monmouth University
2013-11-02,2013-11-02,02:20,02:42,2013mu09075,elmwood hall,theft,Monmouth University
2013-11-02,2013-11-02,01:30,12:32,2013mu09096,spruce hall,sexual assualt,Monmouth University
2013-11-02,2013-11-01,22:00,14:40,2013mu09098,larchwood/palmer ave.,criminal mischief,Monmouth University
2013-11-03,2013-11-02,23:45,00:17,2013mu09105,redwood hall,criminal mischief,Monmouth University
2013-11-04,2013-11-04,11:10,11:15,2013mu09151,"the bluffs, long branch",student misconduct,Monmouth University
2013-11-06,2013-11-05,12:20,14:27,2013mu09230,parking lot,attempted burglary/criminal mischief (to auto),Monmouth University
2013-11-08,2013-11-08,22:16,22:16,2013mu09321,great lawn apt.,student misconduct,Monmouth University
2013-11-09,2013-11-09,14:55,14:55,2013mu09339,s. norwood/w. cedar,poss. of cds under 50g and poss. of drug paraphernalia,Monmouth University
2013-11-10,2013-11-10,00:53,00:53,2013mu09357,rear of willow hall,underage poss. of alcohol,Monmouth University
2013-11-10,2013-11-10,02:33,02:33,2013mu09360,shore & university roads,simple assault (mutual),Monmouth University
2013-11-12,2013-11-12,11:00,22:27,2013mu09449,elmwood hall,theft,Monmouth University
2013-11-13,2013-11-07,NA,12:28,2013mu09463,elmwood hall,theft,Monmouth University
2013-11-14,2013-11-14,09:01,09:01,2013mu09482,pinewood avenue,criminal mischief,Monmouth University
2013-11-15,2013-11-15,15:01,15:01,2013mu09523,birch hall,domestic violence harassment,Monmouth University
2013-11-15,2013-11-15,19:45,20:10,2013mu09535,ifo pinewood hall,theft,Monmouth University
2013-11-16,2013-11-16,17:10,17:10,2013mu09567,norwood ave. southbnd,pssn of cds/para in mv et al.,Monmouth University
2013-11-16,2013-11-16,21:56,21:56,2013mu09571,garden apts.,pula w/alcohol/non-member,Monmouth University
2013-11-18,2013-11-18,02:47,02:47,2013mu09602,elmwood hall,pula w/alcohol/student misconduct,Monmouth University
2013-11-19,2013-11-09,NA,15:10,2013mu09646,"long branch, nj",student misconduct (agg aslt),Monmouth University
2013-11-19,2013-11-19,20:23,20:23,2013mu09657,cedar hall,student misconduct,Monmouth University
2013-11-21,2013-11-21,15:28,15:28,2013mu09700,elmwood hall,poss. of alcoholic beverage/student misconduct,Monmouth University
2013-11-22,2013-11-22,19:57,19:57,2013mu09738,elmwood hall,"poss. of cds (marijuana under 50g) and durg paraphernalia, student misconduct",Monmouth University
2013-11-23,2013-11-23,01:56,01:56,2013mu09743,laurel hall,criminal mischief,Monmouth University
2013-11-23,2013-10-09,NA,07:49,2013mu09745,kessler field stadium,theft,Monmouth University
2013-11-24,2013-11-24,01:48,01:50,2013mu09773,cedar hall,pula w/alcohol/student misconduct,Monmouth University
2013-11-24,2013-11-24,02:56,02:56,2013mu09778,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2013-11-24,2013-11-24,01:00,14:30,2013mu09797,laurel hall,theft,Monmouth University
2013-11-25,2013-11-25,23:27,23:29,2013mu09831,mullaney hall,pula w/alcohol/student misconduct,Monmouth University
2013-11-26,2013-11-20,08:00,15:50,2013mu09854,student center,theft,Monmouth University
2013-11-27,2013-11-27,06:43,06:43,2013mu09862,mac,pssn of false id/stud misconduct,Monmouth University
2013-11-27,2013-11-27,12:33,12:45,2013mu09872,willow hall,pssn of cds (marijuana) et al.,Monmouth University
2013-11-27,2013-11-27,16:10,16:10,2013mu09877,spruce hall,pssn of cds (marijuana) et al.,Monmouth University
2013-11-27,2013-11-27,16:36,16:36,2013mu09878,laurel hall,unlawful pssn of a weapon,Monmouth University
2013-11-27,2013-11-27,16:55,16:55,2013mu09879,laurel hall,unlawful pssn of a weapon,Monmouth University
2013-12-03,2013-12-03,12:55,12:56,2013mu09991,wilson hall (rear patio),robbery (purse snatch),Monmouth University
2013-12-04,2013-12-04,09:50,09:50,2013mu10014,elmwood hall,criminal mischief (bias),Monmouth University
2013-12-04,2013-11-10,NA,14:00,2013mu10019,elmwood hall,sexual assualt (2 cnts),Monmouth University
2013-12-05,2013-12-05,12:48,12:48,2013mu10043,west of wilson hall,theft of statue,Monmouth University
2013-12-05,2013-12-05,20:56,20:56,2013mu10058,mac arena,pula intoxicated/disorderly,Monmouth University
2013-12-09,2013-12-03,23:30,16:10,2013mu10154,laurel hall,theft of moveable property/fraudulent use of credit card,Monmouth University
2013-12-10,2013-12-10,03:22,03:22,2013mu10169,lot 3/1,dwi/student misconduct,Monmouth University
2013-12-11,2013-12-11,17:48,16:54,2013mu10219,pinewood hall,pssn of cds (marijuana) et al.,Monmouth University
2013-12-14,2013-12-14,15:37,15:37,2013mu10307,the quad,student misconduct,Monmouth University
2013-12-15,2013-12-15,04:15,04:15,2013mu10318,mullaney hall,pula intoxicated/student mis.,Monmouth University
2013-12-15,2013-12-15,17:31,22:00,2013mu10336,edison science,criminal mischief,Monmouth University
2013-12-15,2013-12-15,08:00,22:24,2013mu10337,pinewood hall,arson,Monmouth University
2013-12-16,2013-12-16,01:49,01:49,2013mu10339,spruce hall,criminal mischief,Monmouth University
2013-12-16,2013-12-13,14:00,10:15,2013mu10352,plangere center,theft of bicycle,Monmouth University
2013-12-16,2013-12-13,17:02,14:41,2013mu10354,great lawn,theft of the american flag,Monmouth University
2013-12-16,2013-12-16,10:45,15:53,2013mu10357,bey hall,terroristic threats,Monmouth University
2013-12-17,2013-12-16,13:10,08:58,2013mu10381,student center,criminal trespass,Monmouth University
2013-12-18,2013-12-18,13:30,14:00,2013mu10414,student center,theft/candy/(shoplifitng),Monmouth University
2013-12-18,2013-12-18,11:15,16:35,2013mu10418,guggenhiem library,theft of books,Monmouth University
2013-12-18,2013-12-18,22:30,23:53,2013mu10426,instagram (internet),harassment,Monmouth University
2014-01-02,2014-01-02,15:30,15:30,14mu00035,mac,confidential police information,Monmouth University
2014-01-04,2014-01-04,16:30,16:30,14mu00083,mac,theft of $26 cash and cell phone,Monmouth University
2014-01-09,2014-01-09,19:30,22:26,14mu00226,mullaney hall et al.,dv harassment,Monmouth University
2014-01-18,2014-01-18,21:28,21:28,14mu00434,great lawn apartments,pssn. of cds (marijuana),Monmouth University
2014-01-22,2014-01-22,22:10,22:10,14mu00510,elmwood hall,pula intoxicated/student mis.,Monmouth University
2014-01-22,2014-01-22,06:30,09:30,14mu00520,elmwood hall,criminal mischief,Monmouth University
2014-01-26,2014-01-23,15:40,13:00,14mu00611,mu bookstore,theft,Monmouth University
2014-01-25,2014-01-25,NA,NA,14mu00621,cedar hall,pula intoxicated/student mis.,Monmouth University
2014-01-26,2014-01-26,06:28,06:28,14mu00648,larchwood fence,criminal mischief,Monmouth University
2014-01-26,NA,19:00,13:34,14mu00658,elmwood hall,theft of moveable property,Monmouth University
2014-01-27,2014-01-27,23:42,23:42,14mu00696,elmwood hall,possession of cds/student misconduct,Monmouth University
2014-01-28,2014-01-28,00:57,00:57,14mu00699,pinewood hall,possession of cds/student misconduct,Monmouth University
2014-01-28,2014-01-28,14:37,14:37,14mu00716,mu bookstore,utter a forgery,Monmouth University
2014-01-31,2014-01-31,14:00,14:00,14mu00817,monmouth universtiy,pssn of cds w/intent to distribute,Monmouth University
2014-02-02,2014-02-02,02:27,02:27,14mu00862,elmwood hall & pinewood hall,"alcohol violation, disorderly person",Monmouth University
2014-02-02,2014-02-02,03:08,03:08,14mu00864,spruce hall,pula /student mis.,Monmouth University
2014-02-02,2014-02-02,20:08,20:08,14mu00886,beechwood hall,student misconduct,Monmouth University
2014-02-02,2014-02-02,20:10,20:10,14mu00887,beechwood hall,terroristic threats (dv) student misconduct,Monmouth University
2014-02-02,2014-02-02,22:30,22:30,14mu00890,cedar hall,"consumption of alcohol by pula, student misconduct",Monmouth University
2014-02-02,2014-02-02,21:45,NA,14mu00892,spruce hall,theft of moveable property,Monmouth University
2014-02-06,2014-02-06,01:15,01:29,14mu00991,mullaney hall,criminal mischief,Monmouth University
2014-02-06,2014-02-06,01:29,01:29,14mu00992,mullaney hall,"pula, student misconduct",Monmouth University
2014-02-06,2014-02-06,20:06,20:06,14mu01018,magill commons,student misconduct,Monmouth University
2014-02-07,2014-02-07,10:30,12:00,14mu01034,wilson hall,annoying phone call,Monmouth University
2014-02-12,NA,NA,16:40,14mu01170,spruce hall,theft,Monmouth University
2014-02-13,2014-02-13,01:42,01:42,14mu01183,pinewood hall,pula w/alcohol;stud mis,Monmouth University
2014-02-13,2014-02-13,03:05,03:11,14mu01185,pinewood hall,theft,Monmouth University
2014-02-15,2014-02-15,00:30,05:06,14mu01258,mullaney hall,criminal mischief,Monmouth University
2014-02-15,2014-02-15,17:48,17:48,14mu01274,mullaney hall,dv harassment,Monmouth University
2014-02-16,2014-02-16,19:48,19:51,14mu01308,willow hall,theft,Monmouth University
2014-02-17,2014-02-17,17:30,17:30,14mu01339,elmwood hall,criminal mischief,Monmouth University
2014-02-17,2014-02-17,22:35,22:37,14mu01347,laurel hall,student misconduct,Monmouth University
2014-02-17,2014-02-17,09:56,09:56,14mu01357,mupd,student misconduct,Monmouth University
2014-02-18,2014-02-18,13:00,15:18,14mu01371,howard hall,theft,Monmouth University
2014-02-18,2014-02-18,22:31,22:33,14mu01385,mullaney hall,student misconduct,Monmouth University
2014-02-20,2014-02-20,23:04,23:04,14mu01479,elmwood hall,pula w/alcohol;stud mis,Monmouth University
2014-02-20,NA,23:00,23:17,14mu01480,lot 3,theft (from auto),Monmouth University
2014-02-25,2014-02-25,08:56,08:56,14mu01615,student center convenience store,criminal mischief,Monmouth University
2014-02-25,2014-02-25,19:12,19:12,14mu01637,bey hall,"consumption of alcohol by pula, student misconduct",Monmouth University
2014-02-25,2014-02-25,23:10,23:11,14mu01644,elmwood hall,criminal mischief,Monmouth University
2014-02-26,2014-02-26,20:03,20:03,14mu01674,cedar hall,"causing or risking widspread injury, poss. of alcoholic beverage by pula, student misconduct",Monmouth University
2014-02-27,2014-02-27,09:33,09:33,14mu01684,sw tunnel entrance,criminal mischief/bias incident,Monmouth University
2014-02-27,2014-02-27,21:11,21:11,14mu01703,elmwood hall,criminal mischief/bias incident,Monmouth University
2014-02-28,2014-02-26,13:00,13:58,14mu01722,howard hall,theft of moveable property,Monmouth University
