date_reported,incident,time_occurred,case_number,date_occurred,time_reported,location,university
2015-01-18,"drug / narcotic violations, metcalf hall, 56 professors row, medford/somerville campus",23:15,15tumͳ9ͳar,2015-01-18,NA,NA,Tufts University
2015-01-17,"suspicion of drug use (university policy), hillel center, 220 packard ave, medford/somerville campus",01:51,15tumͳ7ͳar,2015-01-17,NA,NA,Tufts University
2015-01-17,"drug / narcotic violations, miller hall, 210 packard ave, medford/somerville campus",21:10,15tumͳ8ͳar,2015-01-18,NA,NA,Tufts University
2015-01-16,"drug / narcotic violations, bush hall, 29 latin way, medford/somerville campus",15:41,15tumͳ4ͳar,2015-01-16,NA,NA,Tufts University
2015-01-16,"drug / narcotic violations, houston hall, 190 packard ave, medford/somerville campus",22:04,15tumͳ6ͳar,2015-01-16,NA,NA,Tufts University
2015-01-15,"drug / narcotic violations, tilton hall, 1 tilton ln, medford/somerville campus",21:54,15tumͳ3ͳar,2015-01-15,NA,NA,Tufts University
2015-01-12,"suspicion of drug use (university policy), 10 winthrop street, 10 winthrop st, medford/somerville campus",09:15,15tumͳ7ͳof,2015-01-12,NA,NA,Tufts University
2014-12-15,"credit card / automatic teller machine fraud, university police station, 419 boston ave, medford/somerville campus",11:17,14tumͳ843ͳof,2014-12-15,NA,NA,Tufts University
2014-12-15,"false pretenses / swindle / confidence game, university police station, 419 boston ave, medford/somerville campus",12:38,14tumͳ844ͳof,2014-12-15,NA,NA,Tufts University
2014-12-12,"larceny, other type, tisch sports center, 163 college ave, medford/somerville campus",14:50,14tumͳ833ͳof,2014-12-12,NA,NA,Tufts University
2014-12-12,"noisy & disorderly house, keep, off campus, sunset rd, somerville",23:15,14tumͳ126ͳar,2014-12-12,NA,NA,Tufts University
2014-12-09,"noise violation (university policy), off campus, curtis st, somerville",00:10,14tumͳ125ͳar,2014-12-10,NA,NA,Tufts University
2014-12-07,"simple assault, cohen auditorium, 40 talbot ave, medford/somerville campus",22:40,14tumͳ124ͳar,2014-12-08,NA,NA,Tufts University
