year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,rape,unit_id,control_of_institution,level_of_institution,total_price_oncampus_oos,total_price_oncampus_is,total_price_oncampus_id,total_price_offcampus_id,total_price_offcampus_is,total_price_offcampus_oos,total_price_offcampus_id_wfam,total_price_offcampus_is_wfam,total_price_offcampus_oos_wfam,frac_admitted_total,fulltime_retention_rate,undergraduate_enrollment,fulltime_undergraduate_enrollment,frac_total_black,frac_total_hispanic_latino,frac_total_asian,frac_total_white,frac_undergrad_asian,frac_undergrad_white,frac_undergrad_hispanic_latino,frac_undergrad_black,frac_ftime_undergrad_instate,frac_ftime_undergrad_outofstate,frac_ftime_undergrad_foreign_countries,total_enrollment,fulltime_enrollment,graduation_rate_total_cohort,frac_ftime_undergrad_award_any_financial_aid,frac_ftime_undergrad_award_student_loans,frac_core_revenues_tuition_fees,frac_core_revenues_state_apro,frac_core_revenues_local_apro,frac_core_revenues_gov_contracts,frac_core_revenues_priv_gifts_grants,frac_core_revenues_invest_return,frac_core_revenues_other,endowment_assests,state_abbreviation,degreegranting_status,longitude,latitude,calendar_system,sat_math_25,sat_math_75,sat_reading_75,sat_reading_25,student_to_faculty_ratio,sector_desc,sector_cd,noncampus_weapon,noncampus_drug,noncampus_liquor,oncampus_weapon,oncampus_drug,oncampus_liquor,publicproperty_weapon,publicproperty_drug,publicproperty_liquor,reported_weapon,reported_drug,reported_liquor,residencehall_weapon,residencehall_drug,residencehall_liquor,noncampus_murd,noncampus_neg_m,noncampus_rape,noncampus_fondl,noncampus_inces,noncampus_statr,noncampus_robbe,noncampus_agg_a,noncampus_burgla,noncampus_vehic,noncampus_arson,oncampus_murd,oncampus_neg_m,oncampus_rape,oncampus_fondl,oncampus_inces,oncampus_statr,oncampus_robbe,oncampus_agg_a,oncampus_burgla,oncampus_vehic,oncampus_arson,publicproperty_murd,publicproperty_neg_m,publicproperty_rape,publicproperty_fondl,publicproperty_inces,publicproperty_statr,publicproperty_robbe,publicproperty_agg_a,publicproperty_burgla,publicproperty_vehic,publicproperty_arson,reported_murd,reported_neg_m,reported_rape,reported_fondl,reported_inces,reported_statr,reported_robbe,reported_agg_a,reported_burgla,reported_vehic,reported_arson,residencehall_murd,residencehall_neg_m,residencehall_rape,residencehall_fondl,residencehall_inces,residencehall_statr,residencehall_robbe,residencehall_agg_a,residencehall_burgla,residencehall_vehic,residencehall_arson,reason1,reason2,reason3,university_enacted_1,university_enacted_2,clery_sexual_assault,clery_alcohol,clery_drug,clery_robbery,clery_offcampus_sexual_assault,clery_oncampus_sexual_assault,clery_oncampus_drug,clery_oncampus_liquor,residencehall_sexual_assault,clery_sexual_assault_per_25k,clery_alcohol_per_25k,clery_drug_per_25k,clery_robbery_per_25k,clery_offcampus_sexual_assault_per_25k,clery_oncampus_sexual_assault_per_25k,clery_oncampus_drug_per_25k,clery_oncampus_liquor_per_25k,residencehall_sexual_assault_per_25k,residencehall_drug_per_25k,residencehall_liquor_per_25k,sexual_assault_per_25k,alcohol_offense_per_25k,robbery_burglary_per_25k,drug_offense_per_25k,noncampus_liquor_per_25k,noncampus_drug_per_25k,noncampus_rape_per_25k
2016,Texas State University,9,134,198,117,36,134,0,0,0,228459,Public,4-year,33019,21595,21595,21595,21595,33019,16715,16715,28139,0.71,77,34244,28180,0.09,0.35,0.02,0.48,0.02,0.47,0.36,0.1,0.98,0.02,0,38808,30866,54,0.81,0.62,0.45,0.26,0,0.2,0.02,0.01,0.06,5060,TX,1,-97.936392,29.889202,Semester,470,560,560,460,23,"Public, 4-year or above",1,0,0,0,0,2,45,0,0,0,0,0,0,0,2,22,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,25,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,death,NA,NA,1,NA,7,45,2,1,1,6,2,45,4,4.509379509379509,28.98886827458256,1.2883941455370027,0.6441970727685014,0.6441970727685014,3.865182436611008,1.2883941455370027,28.98886827458256,2.5767882910740054,1.2883941455370027,14.17233560090703,5.797773654916512,86.32240775097918,23.19109461966605,127.55102040816325,0,0,0.6441970727685014
2017,Texas State University,2,171,241,29,11,171,0,0.13150684931506848,0,228459,Public,4-year,34245,22625,22625,22625,22625,34245,15545,15545,27165,0.73,78,34180,28019,0.1,0.36,0.02,0.47,0.02,0.46,0.37,0.1,0.98,0.02,0,38666,30599,54,0.77,0.61,0.32,0.19,0,0.15,0.01,0.01,0.32,5609,TX,1,-97.943029,29.888885,Semester,510,590,610,510,22,"Public, 4-year or above",1,0,2,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,1,3,1,17,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,8,1,0,death,NA,NA,1,NA,17,7,4,3,2,15,2,1,6,10.991568820152072,4.525940102415559,2.586251487094605,1.939688615320954,1.2931257435473025,9.698443076604768,1.2931257435473025,0.6465628717736512,3.879377230641908,0.6465628717736512,0,1.2931257435473025,110.56225107329436,7.1121915895101635,155.82165209744994,3.879377230641908,1.2931257435473025,1.2931257435473025
2018,Texas State University,4,126,182,3,3,126,0,0.15342465753424658,0,228459,Public,4-year,34750,23130,23130,23130,23130,34750,15920,15920,27540,0.78,77,34187,28042,0.1,0.37,0.03,0.45,0.02,0.44,0.38,0.1,0.98,0.02,0,38644,30584,55,0.76,0.6,0.43,0.27,0,0.21,0.02,0.02,0.04,6197,TX,1,-97.943029,29.888885,Semester,500,580,600,510,22,"Public, 4-year or above",1,0,0,0,0,47,42,0,3,3,0,0,0,0,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,1,1,14,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,3,0,0,death,NA,NA,1,NA,18,45,50,2,0,18,47,42,13,11.644757271503986,29.111893178759964,32.346547976399954,1.2938619190559983,0,11.644757271503986,30.405755097815963,27.171100300175965,8.410102473863988,11.644757271503986,21.348721664423973,2.5877238381119967,81.5133009005279,1.9407928785839974,117.74143463409584,0,0,0
2019,Texas State University,10,78,128,76,40,78,0,0,0,228459,Public,4-year,35607,23791,23791,23791,23791,35607,16371,16371,28187,0.81,76,33917,27923,0.09,0.38,0.03,0.44,0.03,0.43,0.4,0.09,0.97,0.02,0,38187,30405,54,NA,NA,0.43,0.27,0,0.21,0.02,0.03,0.03,6292,NA,NA,-97.943029,29.888885,Semester,500,580,600,510,21,"Public, 4-year or above",1,0,0,0,0,120,233,0,7,1,0,0,0,0,82,179,0,0,0,4,0,0,0,0,0,0,0,0,0,28,8,0,0,4,7,40,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,2,4,28,0,0,death,NA,NA,1,NA,40,234,127,5,4,36,120,233,32,26.186922251027834,153.19349516851284,83.14347814701338,3.2733652813784793,2.6186922251027838,23.568230025925054,78.56076675308351,152.53882211223714,20.94953780082227,53.68319061460707,117.18647707334958,6.5467305627569585,51.06449838950428,26.186922251027834,83.79815120328908,0,0,0
2014,The University of Texas at Austin,10,279,75,474,34,279,0,0,0,228778,Public,4-year,51352,26346,26346,26346,26346,51352,14890,14890,39896,0.4,94,39523,36309,0.04,0.19,0.16,0.47,0.19,0.46,0.22,0.04,0.89,0.07,0.04,51313,46993,81,0.63,0.36,0.15,0.1,0,0.15,0.08,0.17,0.36,71547,TX,1,-97.739429,30.286604,Semester,600,720,690,570,17,"Public, 4-year or above",1,0,0,1,0,50,181,0,1,0,0,0,0,0,39,138,0,0,27,0,0,0,1,1,9,4,0,0,0,17,3,0,0,0,1,34,6,2,0,0,4,0,0,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,25,0,0,NA,NA,NA,NA,NA,51,182,51,2,31,20,50,181,6,24.84750453101553,88.6714867577417,24.84750453101553,0.974411942392766,15.103385107087872,9.744119423927659,24.36029855981915,88.18428078654532,2.923235827178298,19.001032876658936,67.23442402510085,4.872059711963829,135.93046596379085,16.565003020677022,36.54044783972872,0.487205971196383,0,13.154561222302341
2015,The University of Texas at Austin,9,303,89,378,56,303,0,0,0,228778,Public,4-year,51192,26322,26322,26322,26322,51192,14866,14866,39736,0.39,95,39619,36565,0.04,0.2,0.17,0.45,0.2,0.44,0.22,0.04,0.87,0.08,0.05,50950,47007,80,0.64,0.34,0.19,0.13,0,0.21,0.1,0.01,0.37,72524,TX,1,-97.73924,30.286598,Semester,600,720,690,570,18,"Public, 4-year or above",1,0,0,0,1,43,153,0,0,1,0,0,0,0,35,107,0,0,2,3,0,0,0,0,8,0,0,0,0,10,3,0,0,3,2,18,8,0,0,0,1,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,10,0,0,NA,NA,NA,NA,NA,20,154,43,6,7,13,43,153,11,9.813542688910697,75.56427870461236,21.099116781158,2.944062806673209,3.4347399411187443,6.378802747791952,21.099116781158,75.07360157016683,5.397448478900883,17.17369970559372,52.50245338567223,4.416094210009813,148.67517173699707,27.477919528949954,43.6702649656526,0,0,0.9813542688910697
2016,The University of Texas at Austin,NA,NA,NA,NA,NA,NA,NA,0,NA,228778,Public,4-year,50724,25134,25134,25134,25134,50724,15064,15064,40654,0.4,95,40168,37234,0.04,0.2,0.18,0.43,0.21,0.42,0.23,0.04,0.88,0.07,0.05,51331,47516,81,0.64,0.37,0.16,0.12,0,0.19,0.09,0.05,0.38,73622,TX,1,-97.739291,30.28609,Semester,580,730,680,560,18,"Public, 4-year or above",1,0,3,2,1,48,150,0,8,28,0,0,0,0,26,120,0,0,1,0,0,0,0,3,4,2,0,2,0,16,2,0,1,4,9,12,3,0,0,0,1,1,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,6,3,0,0,NA,NA,NA,NA,NA,21,180,59,4,3,18,48,150,13,10.227737624437475,87.66632249517835,28.73507237341957,1.9481404998928524,1.4611053749196392,8.766632249517835,23.377685998714227,73.05526874598196,6.3314566246517705,12.662913249303541,58.44421499678556,NA,NA,NA,NA,0.9740702499464262,1.4611053749196392,0.4870351249732131
2017,The University of Texas at Austin,19,488,254,373,52,488,0,0,0,228778,Public,4-year,51786,25440,25440,25440,25440,51786,15370,15370,41716,0.36,95,40492,37740,0.04,0.2,0.18,0.42,0.21,0.42,0.23,0.04,0.88,0.08,0.04,51525,47980,83,0.65,0.43,0.14,0.1,0,0.19,0.08,0.16,0.33,79358,TX,1,-97.738273,30.282825,Semester,600,740,720,620,18,"Public, 4-year or above",1,0,0,0,1,67,110,0,2,6,0,0,0,0,41,75,0,0,4,1,0,0,0,0,3,8,0,1,0,12,2,0,0,0,3,11,6,2,0,0,1,0,0,0,5,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,1,NA,NA,NA,NA,NA,20,116,69,5,6,14,67,110,9,9.70402717127608,56.28335759340126,33.47889374090247,2.42600679281902,2.911208151382824,6.7928190198932565,32.508491023774866,53.37214944201844,4.366812227074235,19.893255701115965,36.3901018922853,9.218825812712275,236.77826297913631,25.23047064531781,123.2411450752062,0,0,1.9408054342552161
2018,The University of Texas at Austin,15,335,159,290,52,335,0,0,0,228778,Public,4-year,53476,26506,26506,26506,26506,53476,15702,15702,42672,0.39,95,40804,38097,0.04,0.21,0.19,0.41,0.22,0.4,0.23,0.04,0.89,0.08,0.03,51832,48542,83,0.67,0.39,0.15,0.11,0,0.19,0.08,0.15,0.32,86293,TX,1,-97.738273,30.282825,Semester,610,760,720,620,18,"Public, 4-year or above",1,0,0,0,1,39,104,0,3,3,0,0,0,0,31,89,0,0,3,0,0,0,2,1,4,9,0,0,0,15,2,0,0,1,7,7,9,1,0,0,0,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,20,107,42,6,3,17,39,104,10,9.646550393579256,51.609044605649025,20.257755826516437,2.8939651180737767,1.4469825590368883,8.199567834542368,18.81077326747955,50.162062046612135,4.823275196789628,14.952153110047846,42.927149251427686,7.234912795184442,161.57971909245254,25.081031023306068,76.69007562895509,0,0,1.4469825590368883
2019,The University of Texas at Austin,4,100,41,221,32,100,0,0,0,228778,Public,4-year,55230,27728,27728,27728,27728,55230,15916,15916,43418,0.32,96,40163,37515,0.04,0.22,0.19,0.4,0.23,0.39,0.24,0.04,0.9,0.07,0.03,51090,47910,86,NA,NA,0.15,0.11,0,0.18,0.09,0.12,0.34,90709,NA,NA,-97.738273,30.282825,Semester,610,760,720,620,19,"Public, 4-year or above",1,0,1,0,0,75,99,0,3,1,0,0,0,0,29,84,0,0,3,0,0,1,1,2,3,6,0,0,1,18,4,0,0,2,10,17,6,0,0,0,2,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,1,1,4,0,0,NA,NA,NA,NA,NA,28,100,79,3,6,22,75,99,17,13.701311411235077,48.93325504012527,38.65727148169896,1.467997651203758,2.935995302407516,10.765316108827559,36.69994128009395,48.44392248972402,8.318653356821295,14.190643961636328,41.103934233705225,1.957330201605011,48.93325504012527,15.658641612840087,20.06263456645136,0,0.48933255040125273,1.467997651203758
2014,Tufts University,2,4,1,69,14,4,0,0,1,168148,Private not-for-profit,4-year,63400,63400,63400,55900,55900,55900,50766,50766,50766,0.17,97,5177,5127,0.03,0.05,0.12,0.54,0.11,0.57,0.07,0.04,0.21,0.7,0.09,10907,10019,92,0.5,0.28,NA,NA,NA,NA,NA,NA,NA,NA,MA,1,-71.120641,42.406004,Semester,680,760,760,680,9,"Private nonprofit, 4-year or above",2,0,0,0,0,1,81,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,2,22,0,0,0,0,0,1,0,0,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,1,15,0,0,behavior,NA,NA,0,NA,26,81,1,7,1,25,1,81,14,59.594755661501786,185.66058494544788,2.2921059869808382,16.044741908865866,2.2921059869808382,57.30264967452094,2.2921059869808382,185.66058494544788,32.08948381773173,0,178.78426698450536,4.5842119739616765,9.168423947923353,32.08948381773173,2.2921059869808382,0,0,0
2015,Tufts University,5,2,9,73,19,2,2,0,4,168148,Private not-for-profit,4-year,65900,65900,65900,65901,65901,65901,58300,58300,58300,0.16,97,5290,5215,0.03,0.06,0.12,0.55,0.11,0.58,0.06,0.04,NA,NA,NA,11137,10180,93,0.43,0.22,NA,NA,NA,NA,NA,NA,NA,NA,MA,1,-71.121689,42.406994,Semester,690,770,750,680,9,"Private nonprofit, 4-year or above",2,0,1,1,0,2,101,0,0,1,0,0,0,0,1,99,0,0,0,1,0,0,0,0,0,0,0,0,0,18,7,0,0,0,4,11,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,3,4,0,0,behavior,NA,NA,0,NA,26,103,3,1,1,25,2,101,21,58.364011852383946,231.2112777229056,6.734309059890456,2.2447696866301516,2.2447696866301516,56.119242165753796,4.489539373260303,226.7217383496453,47.14016341923319,2.2447696866301516,222.232198976385,11.223848433150758,4.489539373260303,42.65062404597288,20.202927179671367,2.2447696866301516,2.2447696866301516,0
2016,Tufts University,7,0,4,74,21,0,1,0.12568306010928962,3,168148,Private not-for-profit,4-year,68190,68190,68190,68190,68190,68190,58996,58996,58996,0.14,96,5508,5435,0.04,0.06,0.13,0.54,0.12,0.56,0.07,0.04,0.2,0.69,0.12,11489,10545,92,0.45,0.22,NA,NA,NA,NA,NA,NA,NA,NA,MA,1,-71.120316,42.408465,Semester,690,770,750,680,8,"Private nonprofit, 4-year or above",2,0,0,0,0,3,101,0,0,0,0,0,0,0,1,98,0,0,0,2,0,0,0,0,0,0,0,0,0,7,20,0,0,3,6,18,0,1,0,0,0,1,0,0,7,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,1,8,0,0,behavior,NA,NA,0,NA,30,101,3,10,3,27,3,101,18,65.27983288362782,219.77543737488034,6.5279832883627815,21.759944294542606,6.5279832883627815,58.751849595265035,6.5279832883627815,219.77543737488034,39.16789973017669,2.175994429454261,213.24745408651754,15.231961006179825,0,45.695883018539476,8.703977717817043,0,0,0
2017,Tufts University,2,3,2,52,5,3,5,0.04931506849315068,1,168148,Private not-for-profit,4-year,70600,70600,70600,70600,70600,70600,62500,62500,62500,0.15,96,5541,5483,0.04,0.07,0.13,0.54,0.12,0.56,0.07,0.04,0.19,0.7,0.11,11449,10598,93,0.45,0.22,NA,NA,NA,NA,NA,NA,NA,NA,MA,1,-71.120316,42.408465,Semester,710,780,760,700,9,"Private nonprofit, 4-year or above",2,0,0,0,0,2,166,0,0,0,0,0,0,0,2,154,0,0,0,0,0,0,0,0,0,0,0,1,0,3,10,0,0,1,5,8,3,0,0,0,0,0,0,0,5,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,0,0,0,behavior,NA,NA,0,NA,13,166,2,6,0,13,2,166,9,28.386758668879377,362.47707223338284,4.367193641366058,13.101580924098174,0,28.386758668879377,4.367193641366058,362.47707223338284,19.652371386147262,4.367193641366058,336.27391038518647,4.367193641366058,6.550790462049087,10.917984103415145,4.367193641366058,0,0,0
2018,Tufts University,1,0,1,44,8,0,2,0,0,168148,Private not-for-profit,4-year,73500,73500,73500,73500,73500,73500,65100,65100,65100,0.15,96,5643,5508,0.04,0.07,0.13,0.54,0.13,0.55,0.07,0.04,0.2,0.68,0.12,11586,10718,93,0.45,0.21,NA,NA,NA,NA,NA,NA,NA,NA,MA,1,-71.118293,42.40855,Semester,700,780,750,680,9,"Private nonprofit, 4-year or above",2,0,0,0,1,0,71,0,0,0,0,0,0,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,1,1,8,0,0,0,0,0,1,0,0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,3,0,0,behavior,NA,NA,0,NA,14,71,0,4,1,13,0,71,8,30.208872777490072,153.20214051441394,0,8.631106507854307,2.1577766269635767,28.051096150526497,0,153.20214051441394,17.262213015708614,0,146.72881063352324,2.1577766269635767,0,17.262213015708614,2.1577766269635767,0,0,0
2019,Tufts University,1,1,2,47,6,1,1,0,0,168148,Private not-for-profit,4-year,76200,76200,76200,76200,76200,76200,67500,67500,67500,0.15,96,5907,5742,0.05,0.07,0.14,0.52,0.14,0.53,0.07,0.04,0.2,0.65,0.15,11878,10919,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.118293,42.40855,Semester,710,790,750,680,9,"Private nonprofit, 4-year or above",2,0,0,0,1,39,168,0,0,0,0,0,0,1,39,164,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,0,0,1,8,3,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,1,0,1,behavior,NA,NA,0,NA,12,168,39,2,1,11,39,168,8,25.256777235224785,353.594881293147,82.08452601448055,4.209462872537464,2.104731436268732,23.152045798956053,82.08452601448055,353.594881293147,16.837851490149855,82.08452601448055,345.17595554807207,2.104731436268732,2.104731436268732,12.628388617612393,4.209462872537464,0,0,0
2014,University at Buffalo,12,36,37,319,27,36,0,0,6,196088,Public,4-year,38335,24915,24915,23735,23735,37155,13565,13565,26985,0.58,88,19882,18166,0.06,0.05,0.11,0.48,0.14,0.48,0.06,0.07,0.83,0.03,0.14,29995,24588,72,0.77,0.51,0.26,0.45,0,0.19,0.05,0,0.05,21745,NY,1,-78.790103,43.001433,Semester,550,650,600,500,13,"Public, 4-year or above",1,0,1,0,5,400,625,0,2,0,0,0,0,0,364,557,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,2,25,2,3,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,15,0,3,death,NA,NA,1,NA,7,625,403,4,0,7,400,625,5,5.834305717619603,520.9201533588932,335.8893148858143,3.333888981496916,0,5.834305717619603,333.3888981496916,520.9201533588932,4.1673612268711455,303.38389731621936,464.24404067344557,10.001666944490749,30.005000833472245,22.503750625104182,30.838473078846476,0,0.833472245374229,0
2015,University at Buffalo,13,25,20,308,41,25,0,0,10,196088,Public,4-year,40798,25718,25718,24637,24637,39717,14035,14035,29115,0.6,88,19953,18452,0.06,0.05,0.12,0.48,0.14,0.48,0.06,0.07,0.85,0.03,0.12,29796,24846,74,0.77,0.52,0.27,0.44,0,0.19,0.06,0,0.04,23113,NY,1,-78.790103,43.001433,Semester,550,650,610,510,13,"Public, 4-year or above",1,0,0,0,2,248,402,0,1,0,0,0,0,1,225,397,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,0,0,1,5,38,1,2,0,0,1,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,25,0,2,death,NA,NA,1,NA,9,402,249,6,1,8,248,402,7,7.551349174385823,337.2935964559001,208.92066049134112,5.034232782923882,0.8390387971539803,6.712310377231843,208.08162169418713,337.2935964559001,5.873271580077863,188.78372935964558,333.0984024701302,10.907504363001745,20.97596992884951,34.4005906833132,16.780775943079608,0,0,0
2016,University at Buffalo,14,27,18,277,29,27,0,0,12,196088,Public,4-year,42729,25489,25489,25516,25516,42756,14275,14275,31515,0.59,86,20412,18824,0.06,0.06,0.12,0.47,0.14,0.48,0.07,0.07,0.84,0.02,0.14,30184,25178,74,0.82,0.53,0.28,0.43,0,0.19,0.05,0,0.05,20847,NY,1,-78.789458,43.000942,Semester,550,660,610,520,13,"Public, 4-year or above",1,0,0,0,8,255,353,0,0,0,0,0,0,3,216,349,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,26,1,2,0,0,1,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,15,0,2,death,NA,NA,1,NA,8,353,255,5,1,7,255,353,6,6.626027034190299,292.373442883647,211.20461171481583,4.141266896368937,0.8282533792737874,5.797773654916512,211.20461171481583,292.373442883647,4.969520275642725,178.90272992313808,289.06042936655183,11.595547309833025,22.36284124039226,24.019347998939836,14.908560826928174,0,0,0
2017,University at Buffalo,11,12,20,254,35,12,0,0,9,196088,Public,4-year,43398,26158,26158,26230,26230,43470,13753,13753,30993,0.57,87,21020,19401,0.06,0.06,0.12,0.47,0.14,0.47,0.07,0.08,0.86,0.02,0.11,30648,25707,75,0.83,0.54,0.28,0.42,0,0.18,0.04,0,0.07,22625,NY,1,-78.789458,43.000942,Semester,560,650,610,520,13,"Public, 4-year or above",1,0,0,0,2,306,304,0,0,0,0,0,0,0,306,278,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7,0,0,0,4,31,3,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,2,25,0,9,death,NA,NA,1,NA,10,304,306,4,0,10,306,304,7,8.15713912816497,247.97702949621507,249.60845732184808,3.2628556512659883,0,8.15713912816497,249.60845732184808,247.97702949621507,5.709997389715479,249.60845732184808,226.76846776298618,8.972853040981466,9.788566953797964,28.549986948577395,16.31427825632994,0,0,0
2018,University at Buffalo,16,21,16,210,26,21,0,0,15,196088,Public,4-year,45428,27758,27758,27758,27758,45428,14035,14035,31705,0.56,87,21607,19941,0.07,0.06,0.13,0.47,0.15,0.47,0.07,0.08,0.87,0.02,0.11,31503,26475,76,0.84,0.53,0.27,0.43,0,0.2,0.05,0,0.05,24403,NY,1,-78.789458,43.000942,Semester,590,680,650,570,13,"Public, 4-year or above",1,0,0,0,0,296,279,0,0,0,0,0,0,0,254,279,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,2,24,1,2,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,8,0,2,death,NA,NA,1,NA,12,279,296,3,0,12,296,279,8,9.5229025807066,221.40748500142846,234.89826365742945,2.38072564517665,0,9.5229025807066,234.89826365742945,221.40748500142846,6.348601720471066,201.56810462495636,221.40748500142846,12.697203440942133,16.66507951623655,20.632955591530965,12.697203440942133,0,0,0
2019,University at Buffalo,16,22,12,213,17,22,0,0.3589041095890411,14,196088,Public,4-year,46336,28666,28666,28666,28666,46336,14532,14532,32202,0.61,86,21921,20401,0.07,0.06,0.13,0.47,0.15,0.47,0.07,0.08,0.87,0.02,0.11,31923,26762,75,NA,NA,0.25,0.44,0,0.19,0.06,0.01,0.05,26043,NA,NA,-78.789458,43.000942,Semester,590,690,650,570,14,"Public, 4-year or above",1,0,0,0,1,298,408,0,0,0,0,0,0,1,270,407,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,1,1,2,17,1,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,2,8,0,4,death,NA,NA,1,NA,14,408,298,4,0,14,298,408,8,10.963881840679134,319.5188422140776,233.37405632302728,3.132537668765467,0,10.963881840679134,233.37405632302728,319.5188422140776,6.265075337530934,211.446292641669,318.7357077968863,12.530150675061869,17.228957178210067,13.313285092253233,9.3976130062964,0,0,0
2014,University of Arizona,18,529,242,614,40,529,0,0,11,104179,Public,4-year,43621,25157,25157,27657,27657,46121,15457,15457,33921,0.75,82,32987,29450,0.03,0.22,0.06,0.52,0.06,0.53,0.25,0.04,0.58,0.38,0.03,42236,36501,60,0.85,0.42,0.3,0.18,0,0.25,0.11,0.03,0.14,19520,AZ,1,-110.950769,32.232071,Semester,NA,NA,NA,NA,20,"Public, 4-year or above",1,0,1,19,0,91,494,0,0,58,0,0,0,0,79,459,0,0,14,0,0,0,0,3,16,0,0,0,0,11,9,0,0,0,3,25,7,0,0,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,36,571,92,2,16,20,91,494,18,21.308836064021214,337.981816459892,54.45591438583199,1.1838242257789564,9.470593806231651,11.838242257789563,53.864002272942514,292.40458376740224,10.654418032010607,46.76105691826878,271.68765981627047,10.654418032010607,313.12150771853396,23.676484515579126,143.24273131925372,11.246330144900085,0.5919121128894782,8.286769580452694
2015,University of Arizona,22,413,299,548,36,413,0,0,12,104179,Public,4-year,46970,25743,25743,28103,28103,49330,15903,15903,37130,0.76,80,33331,29597,0.04,0.23,0.06,0.52,0.06,0.52,0.25,0.04,0.52,0.4,0.06,42595,36607,61,0.83,0.37,0.3,0.16,0,0.21,0.14,0,0.18,19353,AZ,1,-110.950769,32.232071,Semester,NA,NA,NA,NA,22,"Public, 4-year or above",1,0,4,18,0,119,389,0,7,50,0,0,0,0,110,350,0,0,6,1,0,0,0,0,13,1,1,0,0,10,1,0,0,1,2,20,15,1,0,0,2,0,0,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,5,0,1,NA,NA,NA,NA,NA,20,457,130,4,9,11,119,389,10,11.738466956215518,268.2239699495246,76.30003521540087,2.3476933912431037,5.282310130296983,6.4561568259185345,69.84387838948233,228.31318229839184,5.869233478107759,64.56156825918535,205.42317173377157,12.912313651837069,242.39934264585045,21.12924052118793,175.490080995422,10.564620260593966,2.3476933912431037,3.5215400868646554
