month,year,university,sexual_assault,alcohol_offense,drug_offense,theft,robbery_burglary,alcohol_offense_strict,noise_offense,treatment,closure_1,closure_1_end,closure_2,closure_2_end,university_enacted_1,university_enacted_2,reason1,reason2,unit_id,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad
7,2017,San Diego State University,0,7,0,3,1,7,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30272,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35135,1342,4471,19395,15740,13845,16404,1194,4015,9307,4598,5479,11937,27040,12325,14715,30249
8,2017,San Diego State University,1,6,1,7,1,6,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30272,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35135,1342,4471,19395,15740,13845,16404,1194,4015,9307,4598,5479,11937,27040,12325,14715,30249
9,2017,San Diego State University,0,7,3,15,5,7,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30272,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35135,1342,4471,19395,15740,13845,16404,1194,4015,9307,4598,5479,11937,27040,12325,14715,30249
10,2017,San Diego State University,1,3,0,6,4,3,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30272,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35135,1342,4471,19395,15740,13845,16404,1194,4015,9307,4598,5479,11937,27040,12325,14715,30249
11,2017,San Diego State University,1,5,0,2,4,5,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30272,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35135,1342,4471,19395,15740,13845,16404,1194,4015,9307,4598,5479,11937,27040,12325,14715,30249
12,2017,San Diego State University,0,7,0,6,3,7,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30272,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35135,1342,4471,19395,15740,13845,16404,1194,4015,9307,4598,5479,11937,27040,12325,14715,30249
1,2018,San Diego State University,0,1,3,2,2,1,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
2,2018,San Diego State University,0,5,1,6,1,5,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
3,2018,San Diego State University,0,9,0,2,1,9,0,0.7857142857142857,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
4,2018,San Diego State University,0,4,2,1,1,4,0,1,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
5,2018,San Diego State University,1,5,1,4,1,5,0,1,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
6,2018,San Diego State University,0,2,3,10,0,2,0,1,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
7,2018,San Diego State University,0,3,4,5,3,3,0,1,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
8,2018,San Diego State University,0,4,9,8,3,4,0,1,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
9,2018,San Diego State University,1,13,4,8,4,13,0,1,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
10,2018,San Diego State University,0,7,1,12,4,7,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
11,2018,San Diego State University,1,3,1,13,3,3,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
12,2018,San Diego State University,0,9,4,13,0,9,1,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
1,2019,San Diego State University,1,2,2,10,1,2,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
2,2019,San Diego State University,0,4,0,11,2,4,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
3,2019,San Diego State University,0,4,3,11,7,4,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
4,2019,San Diego State University,0,6,2,6,2,6,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
5,2019,San Diego State University,0,3,2,9,2,3,1,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
6,2019,San Diego State University,1,5,1,7,4,5,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
7,2019,San Diego State University,2,3,6,4,3,3,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
8,2019,San Diego State University,0,3,3,5,6,3,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
9,2019,San Diego State University,2,8,2,5,6,8,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
10,2019,San Diego State University,1,6,0,8,3,6,0,0,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
11,2019,San Diego State University,1,7,2,4,5,7,0,0.7142857142857143,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
12,2019,San Diego State University,1,5,2,4,3,5,0,1,2018-03-09T00:00:00Z,2018-10-04T00:00:00Z,2019-11-09T00:00:00Z,2020-05-01T00:00:00Z,0,1,behavior,death,122409,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
1,2014,Syracuse University,NA,NA,NA,NA,NA,NA,NA,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
2,2014,Syracuse University,1,22,5,7,4,22,2,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
3,2014,Syracuse University,NA,NA,NA,NA,NA,NA,NA,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
4,2014,Syracuse University,0,27,2,13,3,27,3,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
5,2014,Syracuse University,NA,NA,NA,NA,NA,NA,NA,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
6,2014,Syracuse University,NA,NA,NA,NA,NA,NA,NA,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
7,2014,Syracuse University,NA,NA,NA,NA,NA,NA,NA,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
8,2014,Syracuse University,NA,NA,NA,NA,NA,NA,NA,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
9,2014,Syracuse University,0,47,3,10,4,47,5,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
10,2014,Syracuse University,1,38,6,8,0,38,10,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
11,2014,Syracuse University,3,16,0,5,6,16,1,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
12,2014,Syracuse University,NA,NA,NA,NA,NA,NA,NA,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
1,2015,Syracuse University,1,17,4,8,1,17,1,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
2,2015,Syracuse University,0,20,2,9,1,20,1,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
3,2015,Syracuse University,0,21,5,9,2,21,1,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
4,2015,Syracuse University,0,32,5,7,2,32,6,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
5,2015,Syracuse University,0,5,0,7,0,5,1,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
6,2015,Syracuse University,1,0,3,3,0,0,0,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
7,2015,Syracuse University,0,0,2,7,0,0,0,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
8,2015,Syracuse University,2,15,0,8,2,15,0,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
9,2015,Syracuse University,0,58,3,13,1,58,4,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
10,2015,Syracuse University,4,58,6,16,8,58,3,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
11,2015,Syracuse University,2,32,3,10,6,32,2,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
12,2015,Syracuse University,0,23,8,6,3,23,0,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
1,2016,Syracuse University,3,15,8,16,7,15,0,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,82,15218,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,21970,1626,1341,11630,10340,6945,8273,1170,1101,1509,4025,4571,11708,14607,6635,7972,15218
2,2016,Syracuse University,0,35,12,11,1,35,1,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,82,15218,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,21970,1626,1341,11630,10340,6945,8273,1170,1101,1509,4025,4571,11708,14607,6635,7972,15218
3,2016,Syracuse University,0,16,2,2,2,16,1,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,82,15218,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,21970,1626,1341,11630,10340,6945,8273,1170,1101,1509,4025,4571,11708,14607,6635,7972,15218
4,2016,Syracuse University,0,49,9,12,2,49,1,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,82,15218,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,21970,1626,1341,11630,10340,6945,8273,1170,1101,1509,4025,4571,11708,14607,6635,7972,15218
5,2016,Syracuse University,0,4,0,3,1,4,0,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,82,15218,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,21970,1626,1341,11630,10340,6945,8273,1170,1101,1509,4025,4571,11708,14607,6635,7972,15218
6,2016,Syracuse University,0,1,0,3,0,1,0,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,82,15218,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,21970,1626,1341,11630,10340,6945,8273,1170,1101,1509,4025,4571,11708,14607,6635,7972,15218
7,2016,Syracuse University,0,0,0,9,2,0,0,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,82,15218,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,21970,1626,1341,11630,10340,6945,8273,1170,1101,1509,4025,4571,11708,14607,6635,7972,15218
8,2016,Syracuse University,0,19,5,9,2,19,1,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,82,15218,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,21970,1626,1341,11630,10340,6945,8273,1170,1101,1509,4025,4571,11708,14607,6635,7972,15218
9,2016,Syracuse University,0,61,13,9,3,61,7,0,2019-11-17T00:00:00Z,2019-12-09T00:00:00Z,NA,NA,1,NA,racist,NA,196413,82,15218,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,21970,1626,1341,11630,10340,6945,8273,1170,1101,1509,4025,4571,11708,14607,6635,7972,15218
